Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit
6812;CA-2017-156237;09/02/18;9/15/2017;First Class;PS-18760;Pamela Stobb;Consumer;United States;Philadelphia;Pennsylvania;19140;East;FUR-CH-10002372;Furniture;Chairs;Office Star - Ergonomically Designed Knee Chair;113372;2;3;-291528
9393;CA-2015-130848;10/01/17;10/25/2015;Same Day;DG-13300;Deirdre Greer;Corporate;United States;Denver;Colorado;80219;West;FUR-CH-10000422;Furniture;Chairs;Global Highback Leather Tilter in Burgundy;582336;8;2;-291168
8457;US-2017-118556;05/04/19;06/02/2017;Second Class;TH-21235;Tiffany House;Corporate;United States;Chicago;Illinois;60653;Central;FUR-CH-10001146;Furniture;Chairs;Global Task Chair, Black;106869;3;3;-290073
1861;US-2017-121251;03/02/19;3/27/2017;First Class;GM-14440;Gary McGarr;Consumer;United States;New York City;New York;10009;East;FUR-BO-10001918;Furniture;Bookcases;Sauder Forest Hills Library with Doors, Woodland Oak Finish;257568;2;2;-289764
4643;CA-2017-130141;10/10/18;10/24/2017;Second Class;HA-14905;Helen Abelman;Consumer;United States;Fort Collins;Colorado;80525;West;FUR-CH-10000749;Furniture;Chairs;Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms;579136;4;2;-289568
9576;CA-2015-143147;05/02/17;5/28/2015;Second Class;PS-18760;Pamela Stobb;Consumer;United States;San Antonio;Texas;78207;Central;FUR-CH-10000863;Furniture;Chairs;Novimex Swivel Fabric Task Chair;105686;1;3;-286862
4971;US-2016-153815;11/06/16;11/09/2016;First Class;KL-16555;Kelly Lampkin;Corporate;United States;Jacksonville;Florida;32216;South;FUR-CH-10000513;Furniture;Chairs;High-Back Leather Manager's Chair;207984;2;2;-285978
229;US-2015-145436;02/04/17;03/04/2015;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;Columbia;Tennessee;38401;South;FUR-CH-10004860;Furniture;Chairs;Global Low Back Tilter Chair;161568;2;2;-282744
8125;US-2017-150070;09/07/17;09/12/2017;Standard Class;JA-15970;Joseph Airdo;Consumer;United States;Modesto;California;95351;West;FUR-CH-10004860;Furniture;Chairs;Global Low Back Tilter Chair;161568;2;2;-282744
5806;CA-2017-113873;11/01/18;11/19/2017;Standard Class;KE-16420;Katrina Edelman;Corporate;United States;Dallas;Texas;75220;Central;FUR-BO-10003441;Furniture;Bookcases;Bush Westfield Collection Bookcases, Fully Assembled;2059992;3;32;-272646
2372;CA-2016-159940;07/07/16;07/11/2016;Second Class;BF-11020;Barry Französisch;Corporate;United States;Aurora;Illinois;60505;Central;FUR-FU-10004973;Furniture;Furnishings;Flat Face Poster Frame;60288;8;6;-271296
6714;CA-2017-107629;12/02/18;12/14/2017;Same Day;DB-13060;Dave Brooks;Consumer;United States;Skokie;Illinois;60076;Central;FUR-FU-10004091;Furniture;Furnishings;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";56328;3;6;-267558
2369;US-2016-129469;09/11/17;9/27/2016;Standard Class;KL-16555;Kelly Lampkin;Corporate;United States;Fairfield;Ohio;45014;East;FUR-FU-10002298;Furniture;Furnishings;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";532704;6;2;-266352
8072;CA-2017-151750;01/01/17;01/05/2017;Standard Class;JM-15250;Janet Martin;Consumer;United States;Huntsville;Texas;77340;Central;FUR-CH-10003199;Furniture;Chairs;Office Star - Contemporary Task Swivel Chair;310744;4;3;-266352
5659;CA-2016-145261;12/06/17;12/21/2016;First Class;AH-10120;Adrian Hane;Home Office;United States;Salem;Oregon;97301;West;FUR-TA-10002530;Furniture;Tables;"Iceberg OfficeWorks 42"" Round Tables";37745;5;5;-264215
7427;CA-2016-101693;06/01/18;6/27/2016;Second Class;LC-17140;Logan Currie;Consumer;United States;Houston;Texas;77070;Central;FUR-FU-10003919;Furniture;Furnishings;Eldon Executive Woodline II Cherry Finish Desk Accessories;32712;2;6;-261696
2103;CA-2014-123295;07/06/15;7/18/2014;Same Day;AH-10120;Adrian Hane;Home Office;United States;Tucson;Arizona;85705;West;FUR-CH-10002372;Furniture;Chairs;Office Star - Ergonomically Designed Knee Chair;259136;4;2;-259136
8111;CA-2017-160122;11/06/18;11/23/2017;Standard Class;RD-19930;Russell D'Ascenzo;Consumer;United States;Chicago;Illinois;60623;Central;FUR-CH-10000422;Furniture;Chairs;Global Highback Leather Tilter in Burgundy;127386;2;3;-254772
7731;CA-2017-104850;06/01/18;6/19/2017;Standard Class;TW-21025;Tamara Willingham;Home Office;United States;Seattle;Washington;98103;West;FUR-CH-10003774;Furniture;Chairs;Global Wood Trimmed Manager's Task Chair, Khaki;291136;4;2;-254744
3939;CA-2015-118955;06/04/16;6/20/2015;Standard Class;LS-17230;Lycoris Saunders;Consumer;United States;Grand Prairie;Texas;75051;Central;FUR-CH-10001708;Furniture;Chairs;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;197372;2;3;-253764
4390;CA-2017-111556;11/08/18;11/22/2017;First Class;CD-11920;Carlos Daly;Consumer;United States;New York City;New York;10035;East;FUR-BO-10003159;Furniture;Bookcases;Sauder Camden County Collection Libraries, Planked Cherry Finish;183968;2;2;-252956
6508;US-2016-128909;10/09/16;10/11/2016;Second Class;SP-20545;Sibella Parks;Corporate;United States;Philadelphia;Pennsylvania;19143;East;FUR-FU-10004071;Furniture;Furnishings;Luxo Professional Magnifying Clamp-On Fluorescent Lamps;332832;4;2;-249624
4791;CA-2015-104346;12/11/15;12/16/2015;Standard Class;IM-15070;Irene Maddox;Consumer;United States;Colorado Springs;Colorado;80906;West;FUR-TA-10000849;Furniture;Tables;Bevis Rectangular Conference Tables;36495;5;5;-248166
296;CA-2014-111451;12/02/16;12/28/2014;First Class;KL-16555;Kelly Lampkin;Corporate;United States;Colorado Springs;Colorado;80906;West;FUR-FU-10002918;Furniture;Furnishings;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;218352;3;2;-245646
214;CA-2015-146262;01/02/15;01/09/2015;Standard Class;VW-21775;Victoria Wilson;Corporate;United States;Medina;Ohio;44256;East;FUR-BO-10004695;Furniture;Bookcases;O'Sullivan 2-Door Barrister Bookcase in Odessa Pine;45245;5;5;-244323
2224;CA-2015-131884;12/06/15;12/06/2015;Same Day;DK-13375;Dennis Kane;Consumer;United States;Marion;Ohio;43302;East;FUR-CH-10004860;Furniture;Chairs;Global Low Back Tilter Chair;70686;1;3;-242352
9130;CA-2016-130911;03/12/17;3/26/2016;Second Class;DC-12850;Dan Campbell;Consumer;United States;Cleveland;Ohio;44105;East;FUR-BO-10004357;Furniture;Bookcases;O'Sullivan Living Dimensions 3-Shelf Bookcases;30147;3;5;-241176
6800;CA-2016-109827;12/01/18;01/01/2017;Standard Class;LW-16825;Laurel Workman;Corporate;United States;Phoenix;Arizona;85023;West;FUR-TA-10002607;Furniture;Tables;KI Conference Tables;35445;1;5;-241026
3176;US-2017-132059;09/11/18;9/29/2017;Standard Class;AP-10915;Arthur Prichep;Consumer;United States;Fort Collins;Colorado;80525;West;FUR-BO-10001811;Furniture;Bookcases;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;180588;2;7;-240784
8157;CA-2016-131296;10/04/16;10/09/2016;Standard Class;MS-17830;Melanie Seite;Consumer;United States;Baltimore;Maryland;21215;East;FUR-TA-10002622;Furniture;Tables;Bush Andora Conference Table, Maple/Graphite Gray Finish;239372;2;3;-239372
4471;CA-2017-156895;05/08/17;05/12/2017;Standard Class;DJ-13510;Don Jones;Corporate;United States;Philadelphia;Pennsylvania;19140;East;FUR-CH-10003535;Furniture;Chairs;Global Armless Task Chair, Royal Blue;128058;3;3;-237822
6949;CA-2015-130365;04/01/17;4/29/2015;Standard Class;ZC-21910;Zuschuss Carroll;Consumer;United States;Aurora;Illinois;60505;Central;FUR-CH-10003535;Furniture;Chairs;Global Armless Task Chair, Royal Blue;128058;3;3;-237822
4753;CA-2017-103499;11/08/18;11/24/2017;Standard Class;ES-14020;Erica Smith;Consumer;United States;Jackson;Tennessee;38301;South;FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;209568;2;2;-235764
8712;CA-2014-105648;03/03/14;03/07/2014;Standard Class;EJ-14155;Eva Jacobs;Consumer;United States;San Diego;California;92037;West;FUR-TA-10002958;Furniture;Tables;Bevis Oval Conference Table, Walnut;626352;3;2;-234882
2281;CA-2017-142622;10/06/19;11/02/2017;First Class;JK-15625;Jim Karlsson;Consumer;United States;Seattle;Washington;98115;West;FUR-CH-10004289;Furniture;Chairs;Global Super Steno Chair;614272;8;2;-230352
7188;CA-2017-133102;08/05/18;8/24/2017;Standard Class;ED-13885;Emily Ducich;Home Office;United States;Houston;Texas;77095;Central;FUR-FU-10003247;Furniture;Furnishings;36X48 HARDFLOOR CHAIRMAT;16784;2;6;-222388
4259;CA-2016-124793;03/02/17;3/16/2016;First Class;MM-18280;Muhammed MacIntyre;Corporate;United States;Seattle;Washington;98103;West;FUR-CH-10002880;Furniture;Chairs;Global High-Back Leather Tilter, Burgundy;196784;2;2;-221382
7534;US-2017-134642;02/01/19;03/01/2017;Standard Class;SW-20245;Scot Wooten;Consumer;United States;Greenville;North Carolina;27834;South;FUR-CH-10002880;Furniture;Chairs;Global High-Back Leather Tilter, Burgundy;196784;2;2;-221382
4812;CA-2016-121370;11/02/17;11/19/2016;Second Class;EB-14110;Eugene Barchas;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FUR-CH-10000785;Furniture;Chairs;Global Ergonomic Managers Chair;380058;3;3;-217176
558;CA-2016-113243;06/10/16;6/15/2016;Standard Class;OT-18730;Olvera Toch;Consumer;United States;Los Angeles;California;90045;West;FUR-TA-10004256;Furniture;Tables;Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables;133568;4;2;-217048
4419;CA-2014-160157;12/08/15;12/27/2014;Standard Class;MH-17455;Mark Hamilton;Consumer;United States;Hamilton;Ohio;45011;East;FUR-FU-10003773;Furniture;Furnishings;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;190848;3;2;-214704
7845;US-2017-123834;07/09/18;7/25/2017;Standard Class;GM-14500;Gene McClure;Consumer;United States;Pharr;Texas;78577;Central;FUR-TA-10001676;Furniture;Tables;Hon 61000 Series Interactive Training Tables;124404;4;3;-213264
6111;CA-2016-124590;11/12/16;11/16/2016;Standard Class;SP-20920;Susan Pistek;Consumer;United States;Parma;Ohio;44134;East;FUR-CH-10004495;Furniture;Chairs;Global Leather and Oak Executive Chair, Black;1474802;7;3;-210686
5993;US-2017-163300;09/03/18;9/21/2017;Standard Class;ES-14020;Erica Smith;Consumer;United States;Los Angeles;California;90049;West;FUR-CH-10003396;Furniture;Chairs;Global Deluxe Steno Chair;184752;3;2;-207846
8503;CA-2015-102316;03/01/15;03/03/2015;Second Class;DH-13075;Dave Hallsten;Corporate;United States;Los Angeles;California;90045;West;FUR-CH-10003396;Furniture;Chairs;Global Deluxe Steno Chair;184752;3;2;-207846
9352;CA-2016-159009;09/11/17;9/27/2016;Standard Class;DP-13105;Dave Poirier;Corporate;United States;Seattle;Washington;98115;West;FUR-CH-10003396;Furniture;Chairs;Global Deluxe Steno Chair;184752;3;2;-207846
8035;CA-2015-119690;06/01/17;6/28/2015;First Class;MV-17485;Mark Van Huff;Consumer;United States;Houston;Texas;77041;Central;FUR-FU-10004587;Furniture;Furnishings;GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack;75384;9;6;-207306
1763;CA-2015-130785;09/05/15;09/09/2015;Standard Class;AG-10900;Arthur Gainer;Consumer;United States;San Diego;California;92105;West;FUR-BO-10003159;Furniture;Bookcases;Sauder Camden County Collection Libraries, Planked Cherry Finish;293199;3;15;-206964
4057;CA-2014-122931;09/05/16;10/03/2014;Standard Class;SM-20950;Suzanne McNair;Corporate;United States;Philadelphia;Pennsylvania;19134;East;FUR-TA-10004147;Furniture;Tables;Hon 4060 Series Tables;67176;1;4;-201528
7248;US-2014-127978;03/03/14;03/08/2014;Standard Class;JS-15595;Jill Stevenson;Corporate;United States;Columbus;Ohio;43229;East;FUR-BO-10001972;Furniture;Bookcases;O'Sullivan 4-Shelf Bookcase in Odessa Pine;30245;5;5;-199617
2442;CA-2016-146934;05/10/17;5/27/2016;Standard Class;AF-10870;Art Ferguson;Consumer;United States;Passaic;New Jersey;7055;East;FUR-TA-10003748;Furniture;Tables;Bevis 36 x 72 Conference Tables;174286;2;3;-199184
3508;CA-2014-166863;06/08/15;6/24/2014;Standard Class;SC-20020;Sam Craven;Consumer;United States;Plano;Texas;75023;Central;FUR-BO-10001608;Furniture;Bookcases;Hon Metal Bookcases, Black;1930656;4;32;-198744
2967;CA-2014-162866;12/03/16;12/31/2014;Standard Class;Co-12640;Corey-Lock;Consumer;United States;Skokie;Illinois;60076;Central;FUR-FU-10001473;Furniture;Furnishings;DAX Wood Document Frame;32952;6;6;-197712
6686;US-2015-129637;12/05/16;12/22/2015;Standard Class;MC-18100;Mick Crebagga;Consumer;United States;Bloomington;Illinois;61701;Central;FUR-FU-10000965;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";41552;2;6;-197372
3980;CA-2014-114517;12/11/15;12/27/2014;Standard Class;TH-21235;Tiffany House;Corporate;United States;New York City;New York;10024;East;FUR-TA-10001676;Furniture;Tables;Hon 61000 Series Interactive Training Tables;53316;2;4;-195492
8984;CA-2016-110898;03/06/16;03/12/2016;Standard Class;LC-16870;Lena Cacioppo;Consumer;United States;Chicago;Illinois;60623;Central;FUR-FU-10003773;Furniture;Furnishings;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;15904;5;6;-194824
7592;CA-2016-158778;09/05/16;09/09/2016;Standard Class;DB-13210;Dean Braden;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FUR-CH-10001146;Furniture;Chairs;Global Task Chair, Black;71246;2;3;-193382
4905;US-2014-161613;12/01/14;12/03/2014;Second Class;MC-17605;Matt Connell;Corporate;United States;Houston;Texas;77070;Central;FUR-CH-10003746;Furniture;Chairs;Hon 4070 Series Pagoda Round Back Stacking Chairs;674058;3;3;-192588
7867;CA-2015-143364;07/02/16;7/19/2015;Second Class;TG-21310;Toby Gnade;Consumer;United States;Mesa;Arizona;85204;West;FUR-BO-10001608;Furniture;Bookcases;Hon Metal Bookcases, Black;127764;6;7;-191646
5491;CA-2017-134495;04/01/17;04/04/2017;Second Class;BF-11020;Barry Französisch;Corporate;United States;Jacksonville;Florida;32216;South;FUR-CH-10003774;Furniture;Chairs;Global Wood Trimmed Manager's Task Chair, Khaki;218352;3;2;-191058
6863;CA-2017-128965;04/05/18;4/22/2017;Standard Class;PS-18760;Pamela Stobb;Consumer;United States;Los Angeles;California;90008;West;FUR-CH-10003774;Furniture;Chairs;Global Wood Trimmed Manager's Task Chair, Khaki;218352;3;2;-191058
8219;CA-2014-120775;10/03/14;10/07/2014;Standard Class;RD-19930;Russell D'Ascenzo;Consumer;United States;Dallas;Texas;75217;Central;FUR-FU-10000758;Furniture;Furnishings;DAX Natural Wood-Tone Poster Frame;31776;3;6;-190656
4474;CA-2017-121300;09/05/19;9/29/2017;Same Day;MG-17680;Maureen Gastineau;Home Office;United States;Mentor;Ohio;44060;East;FUR-TA-10004442;Furniture;Tables;Riverside Furniture Stanwyck Manor Table Series;34422;2;4;-189321
916;US-2014-141215;06/03/15;6/21/2014;Standard Class;KL-16555;Kelly Lampkin;Corporate;United States;San Antonio;Texas;78207;Central;FUR-TA-10001520;Furniture;Tables;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;99918;2;3;-185562
414;CA-2017-117457;12/08/17;12/12/2017;Standard Class;KH-16510;Keith Herrera;Consumer;United States;San Francisco;California;94110;West;FUR-CH-10003956;Furniture;Chairs;Novimex High-Tech Fabric Mesh Task Chair;113568;2;2;-184548
3119;CA-2015-121720;06/11/15;06/12/2015;First Class;JE-15610;Jim Epp;Corporate;United States;Lakeland;Florida;33801;South;FUR-CH-10003312;Furniture;Chairs;Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs;112392;5;2;-182637
3865;CA-2015-157133;11/04/17;12/03/2015;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Champaign;Illinois;61821;Central;FUR-FU-10004904;Furniture;Furnishings;"Eldon ""L"" Workstation Diamond Chairmat";15196;5;6;-182352
8671;US-2014-159611;12/03/16;01/01/2015;Second Class;KB-16315;Karl Braun;Consumer;United States;Cleveland;Ohio;44105;East;FUR-FU-10004904;Furniture;Furnishings;"Eldon ""L"" Workstation Diamond Chairmat";182352;3;2;-182352
5810;CA-2016-125017;02/06/16;02/11/2016;Standard Class;KB-16240;Karen Bern;Corporate;United States;Chattanooga;Tennessee;37421;South;FUR-FU-10000723;Furniture;Furnishings;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;132224;4;2;-181808
3245;CA-2017-113355;12/01/17;12/05/2017;Standard Class;SJ-20215;Sarah Jordon;Consumer;United States;Grand Prairie;Texas;75051;Central;FUR-CH-10002602;Furniture;Chairs;DMI Arturo Collection Mission-style Design Wood Chair;317058;3;3;-181176
6570;CA-2014-100678;04/06/15;4/22/2014;Standard Class;KM-16720;Kunst Miller;Consumer;United States;Houston;Texas;77095;Central;FUR-CH-10002602;Furniture;Chairs;DMI Arturo Collection Mission-style Design Wood Chair;317058;3;3;-181176
6766;CA-2017-100615;04/08/18;4/24/2017;Standard Class;SJ-20215;Sarah Jordon;Consumer;United States;Chicago;Illinois;60653;Central;FUR-CH-10002602;Furniture;Chairs;DMI Arturo Collection Mission-style Design Wood Chair;317058;3;3;-181176
2367;CA-2014-102295;11/12/15;11/26/2014;Second Class;EH-13990;Erica Hackney;Consumer;United States;Sacramento;California;95823;West;FUR-CH-10001714;Furniture;Chairs;Global Leather & Oak Executive Chair, Burgundy;120712;1;2;-181068
2146;US-2016-152051;06/01/18;6/29/2016;Standard Class;TS-21160;Theresa Swint;Corporate;United States;York;Pennsylvania;17403;East;FUR-CH-10002965;Furniture;Chairs;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;422058;3;3;-180882
9692;CA-2015-130183;11/01/16;11/17/2015;Standard Class;PO-18850;Patrick O'Brill;Consumer;United States;Houston;Texas;77041;Central;FUR-BO-10001811;Furniture;Bookcases;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;6139992;3;32;-180588
3140;CA-2017-164168;11/12/17;11/18/2017;Standard Class;LS-16975;Lindsay Shagiari;Home Office;United States;Dallas;Texas;75081;Central;FUR-FU-10001756;Furniture;Furnishings;Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany;22848;3;6;-177072
339;CA-2014-129924;07/12/14;7/17/2014;Standard Class;AC-10420;Alyssa Crouse;Corporate;United States;San Francisco;California;94122;West;FUR-TA-10004575;Furniture;Tables;Hon 5100 Series Wood Tables;698352;3;2;-174588
8518;CA-2017-149720;06/04/17;06/07/2017;Second Class;EM-14065;Erin Mull;Consumer;United States;Frisco;Texas;75034;Central;FUR-FU-10002501;Furniture;Furnishings;Nu-Dell Executive Frame;30336;6;6;-174432
5164;CA-2015-161627;07/06/15;07/11/2015;Standard Class;SJ-20215;Sarah Jordon;Consumer;United States;Pasadena;California;91104;West;FUR-CH-10003968;Furniture;Chairs;Novimex Turbo Task Chair;170352;3;2;-170352
6577;CA-2017-123085;03/03/17;03/08/2017;Standard Class;EJ-13720;Ed Jacobs;Consumer;United States;Los Angeles;California;90008;West;FUR-CH-10003968;Furniture;Chairs;Novimex Turbo Task Chair;170352;3;2;-170352
8106;CA-2017-159149;02/05/18;2/19/2017;First Class;CR-12820;Cyra Reiten;Home Office;United States;Houston;Texas;77041;Central;FUR-BO-10001601;Furniture;Bookcases;Sauder Mission Library with Doors, Fruitwood Finish;890664;1;32;-170274
8363;CA-2017-147207;01/02/17;01/04/2017;Second Class;TS-21655;Trudy Schmidt;Consumer;United States;El Paso;Texas;79907;Central;FUR-TA-10002958;Furniture;Tables;Bevis Oval Conference Table, Walnut;91343;5;3;-169637
6382;CA-2016-127236;03/05/18;04/02/2016;Standard Class;TB-21595;Troy Blackwell;Consumer;United States;Springfield;Ohio;45503;East;FUR-BO-10004015;Furniture;Bookcases;Bush Andora Bookcase, Maple/Graphite Gray Finish;299975;5;5;-167986
6797;CA-2015-168809;08/01/17;8/25/2015;Same Day;MC-18100;Mick Crebagga;Consumer;United States;Houston;Texas;77041;Central;FUR-FU-10001473;Furniture;Furnishings;Eldon Executive Woodline II Desk Accessories, Mahogany;20104;2;6;-165858
9431;CA-2015-166219;08/04/17;09/01/2015;Standard Class;BP-11185;Ben Peterman;Corporate;United States;Dallas;Texas;75081;Central;FUR-TA-10004607;Furniture;Tables;Hon 2111 Invitation Series Straight Table;103481;1;3;-162613
202;CA-2014-133690;08/03/14;08/05/2014;First Class;BS-11755;Bruce Stewart;Consumer;United States;Denver;Colorado;80219;West;FUR-TA-10004289;Furniture;Tables;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;21875;2;5;-161875
4469;CA-2017-168641;11/12/18;12/01/2017;Standard Class;KA-16525;Kelly Andreada;Consumer;United States;New York City;New York;10035;East;FUR-BO-10000780;Furniture;Bookcases;O'Sullivan Plantations 2-Door Library in Landvery Oak;321568;2;2;-160784
8662;CA-2015-131856;05/12/15;5/17/2015;Standard Class;JG-15160;James Galang;Consumer;United States;Houston;Texas;77041;Central;FUR-FU-10000175;Furniture;Furnishings;DAX Wood Document Frame.;21968;4;6;-159268
3821;CA-2017-141873;10/09/17;10/14/2017;Standard Class;HG-14845;Harry Greene;Consumer;United States;New York City;New York;10024;East;FUR-BO-10003034;Furniture;Bookcases;O'Sullivan Elevations Bookcase, Cherry Finish;314352;3;2;-157176
9335;CA-2017-110198;05/01/17;05/02/2017;First Class;AG-10900;Arthur Gainer;Consumer;United States;Coral Springs;Florida;33065;South;FUR-BO-10001798;Furniture;Bookcases;Bush Somerset Collection Bookcase;314352;3;2;-157176
784;US-2015-157014;10/03/15;10/06/2015;Second Class;BM-11785;Bryan Mills;Consumer;United States;Columbus;Ohio;43229;East;FUR-BO-10004409;Furniture;Bookcases;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;3549;1;5;-156156
3236;CA-2016-140746;01/03/17;1/15/2016;Same Day;RC-19825;Roy Collins;Consumer;United States;Fairfield;Connecticut;6824;East;FUR-TA-10002903;Furniture;Tables;"Bevis Round Bullnose 29"" High Table Top";181797;1;3;-155826
6796;CA-2015-145394;11/04/16;11/20/2015;Standard Class;MC-17605;Matt Connell;Corporate;United States;Chicago;Illinois;60610;Central;FUR-FU-10001215;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock";34504;2;6;-155268
5294;CA-2015-111073;12/02/17;12/30/2015;Standard Class;MC-18100;Mick Crebagga;Consumer;United States;Medina;Ohio;44256;East;FUR-TA-10004086;Furniture;Tables;KI Adjustable-Height Table;51588;1;4;-154764
4472;CA-2017-121300;09/05/19;9/29/2017;Same Day;MG-17680;Maureen Gastineau;Home Office;United States;Mentor;Ohio;44060;East;FUR-CH-10003774;Furniture;Chairs;Global Wood Trimmed Manager's Task Chair, Khaki;63686;1;3;-154666
9289;US-2017-165456;11/06/19;12/03/2017;First Class;TB-21625;Trudy Brown;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FUR-CH-10003981;Furniture;Chairs;Global Commerce Series Low-Back Swivel/Tilt Chairs;1079316;6;3;-154188
67;US-2015-164175;04/06/17;05/05/2015;Standard Class;PS-18970;Paul Stevenson;Home Office;United States;Chicago;Illinois;60610;Central;FUR-CH-10001146;Furniture;Chairs;Global Value Mid-Back Manager's Chair, Gray;213115;5;3;-152225
2166;CA-2016-154018;10/01/17;10/19/2016;Standard Class;HA-14920;Helen Andreada;Consumer;United States;Laredo;Texas;78041;Central;FUR-FU-10003394;Furniture;Furnishings;"Tenex ""The Solids"" Textured Chair Mats";13992;5;6;-150414
5273;CA-2017-125913;01/04/18;1/16/2017;Same Day;JO-15145;Jack O'Briant;Corporate;United States;Los Angeles;California;90008;West;FUR-TA-10001520;Furniture;Tables;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;399672;7;2;-149877
8619;CA-2017-117513;03/03/17;03/08/2017;Standard Class;BT-11395;Bill Tyler;Corporate;United States;Los Angeles;California;90004;West;FUR-TA-10001520;Furniture;Tables;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;399672;7;2;-149877
4360;CA-2017-162565;12/11/17;12/11/2017;Same Day;RR-19315;Ralph Ritter;Consumer;United States;Aurora;Illinois;60505;Central;FUR-CH-10003973;Furniture;Chairs;GuestStacker Chair with Chrome Finish Legs;520464;2;3;-148704
9353;CA-2017-148411;09/12/18;9/26/2017;First Class;RO-19780;Rose O'Brian;Consumer;United States;Chicago;Illinois;60623;Central;FUR-CH-10003973;Furniture;Chairs;GuestStacker Chair with Chrome Finish Legs;520464;2;3;-148704
37;CA-2016-117590;12/08/16;12/10/2016;First Class;GH-14485;Gene Hale;Corporate;United States;Richardson;Texas;75080;Central;FUR-FU-10003664;Furniture;Furnishings;Electrix Architect's Clamp-On Swing Arm Lamp, Black;19092;5;6;-147963
8314;CA-2014-161508;07/12/14;7/16/2014;Standard Class;PV-18985;Paul Van Hugh;Home Office;United States;League City;Texas;77573;Central;FUR-CH-10002126;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs;512358;3;3;-146388
6208;CA-2016-133697;10/08/17;10/24/2016;Second Class;CM-12445;Chuck Magee;Consumer;United States;Houston;Texas;77095;Central;FUR-CH-10002372;Furniture;Chairs;Office Star - Ergonomically Designed Knee Chair;56686;1;3;-145764
6227;CA-2015-133445;10/05/15;10/09/2015;Standard Class;JF-15490;Jeremy Farry;Consumer;United States;Portland;Oregon;97206;West;FUR-CH-10000422;Furniture;Chairs;Global Highback Leather Tilter in Burgundy;291168;4;2;-145584
8470;US-2017-132031;04/11/18;4/27/2017;Standard Class;PN-18775;Parhena Norris;Home Office;United States;Clarksville;Tennessee;37042;South;FUR-BO-10001972;Furniture;Bookcases;O'Sullivan 4-Shelf Bookcase in Odessa Pine;387136;4;2;-145176
1715;CA-2017-104003;10/07/17;10/13/2017;Standard Class;DC-13285;Debra Catini;Consumer;United States;San Francisco;California;94110;West;FUR-BO-10003965;Furniture;Bookcases;O'Sullivan Manor Hill 2-Door Library in Brianna Oak;307666;2;15;-144784
2375;CA-2016-159940;07/07/16;07/11/2016;Second Class;BF-11020;Barry Französisch;Corporate;United States;Aurora;Illinois;60505;Central;FUR-CH-10000785;Furniture;Chairs;Global Ergonomic Managers Chair;253372;2;3;-144784
3024;CA-2017-124674;11/05/18;11/23/2017;Standard Class;JB-16000;Joy Bell-;Consumer;United States;Brownsville;Texas;78521;Central;FUR-BO-10002202;Furniture;Bookcases;Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors;3277328;2;32;-144588
6307;CA-2016-163328;11/04/16;11/06/2016;Second Class;TP-21565;Tracy Poddar;Corporate;United States;Eugene;Oregon;97405;West;FUR-CH-10003298;Furniture;Chairs;Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal;104784;1;2;-144078
670;US-2017-106663;06/09/17;6/13/2017;Standard Class;MO-17800;Meg O'Connel;Home Office;United States;Chicago;Illinois;60653;Central;FUR-FU-10002759;Furniture;Furnishings;12-1/2 Diameter Round Wall Clock;23976;3;6;-143856
